Index,Year,Opening Weekend Gross,US & Canada Gross,Worldwide Gross,Budget,awards,oscar wins,oscar nominated,Genre,Genre,Genre,Director 1,Director 2,Director 3
3897,2002,15058432,40077257,78382433,85000000,0,0,0,Action,Drama,Thriller,Andrew Davis,,
3898,1984,2950114,5778353,5778353,25000000,0,0,0,Adventure,Fantasy,,John Guillermin,,
3899,1989,822123,1919653,1919653,5000000,0,0,0,Biography,Drama,Horror,Philippe Mora,,
3900,1989,8115176,22168359,22168359,6000000,3,0,0,Fantasy,Horror,,Stephen Hopkins,,
3901,1973,,,,12000000,0,0,0,Adventure,Drama,Fantasy,Charles Jarrott,,
3902,1996,10448420,26960191,26960191,18000000,0,0,0,Action,Comedy,,Rick Friedberg,,
3903,1987,8482487,28061343,28061343,,0,0,0,Comedy,Crime,,Jim Drake,,
3904,2010,18211126,44875481,55611001,30000000,0,0,0,Action,Comedy,Crime,Kevin Smith,,
3905,1990,13774642,71609321,71609321,,0,0,0,Comedy,Drama,Family,Emile Ardolino,,
3906,2017,19542248,45852178,60845711,42000000,2,0,0,Action,Adventure,Comedy,Jonathan Levine,,
3907,1978,,,,,0,0,0,Adventure,Horror,,Sergio Martino,,
3908,1994,5012200,15240435,15240435,25000000,0,0,0,Action,Adventure,Drama,Jonathan Kaplan,,
3909,2006,3400000,8117637,8224998,15000000,0,0,0,Adventure,Comedy,Family,Wil Shriner,,
3910,2010,,,1697207,30000000,0,0,0,Action,Crime,Drama,Dwight H. Little,,
3911,1986,25428,1953732,1953732,15000000,0,0,1,Adventure,Drama,Fantasy,Michael Chapman,,
3912,2003,12024917,32551396,47488536,11000000,0,0,0,Fantasy,Horror,Mystery,Jonathan Liebesman,,
3913,1986,9049586,43579163,43579163,7500000,0,0,0,Comedy,,,Jerry Paris,,
3914,2004,3336374,6489476,6808550,50000000,0,0,0,Comedy,Crime,,George Armitage,,
3915,1996,,,,,0,0,0,Drama,Thriller,,Anne Goursaud,,
3916,2010,16411322,100246011,203509374,80000000,2,0,0,Animation,Adventure,Comedy,Eric Brevig,,
3917,1999,8912743,30636478,30636478,34000000,0,0,0,Comedy,Romance,,Bruce McCulloch,,
3918,2009,4915104,10275638,17976667,35000000,0,0,0,Action,Crime,Mystery,Dominic Sena,,
3919,2003,8653542,23358708,37713879,52000000,0,0,0,Action,Comedy,Fantasy,Paul Hunter,,
3920,1990,2692087,5765562,5765562,2000000,0,0,0,Horror,Thriller,,Jeff Burr,,
3921,2004,8904299,25198598,40954603,50000000,0,0,0,Crime,Drama,Mystery,Philip Kaufman,,
3922,2001,7018593,19753553,19772447,34000000,0,0,0,Comedy,Drama,Romance,Michael Tollin,,
3923,2013,4503892,10501938,11806432,18000000,0,0,0,Action,Thriller,,Courtney Solomon,,
3924,1994,6357,19710,1181182,,0,0,0,Drama,Romance,Thriller,Betty Kaplan,,
3925,2003,6315311,21924226,21964072,,0,0,0,Comedy,Romance,Drama,Troy Byer,,
3926,2010,9726056,24307086,62574241,28000000,0,0,0,Action,Comedy,Family,Brian Levant,,
3927,2006,9684809,37384046,102338515,80000000,0,0,0,Animation,Adventure,Comedy,Steve 'Spaz' Williams,,
3928,2000,1505551,5280035,5280035,24000000,0,0,0,Drama,Mystery,Thriller,Mary Lambert,,
3929,1988,2066980,13854000,13854000,20000000,0,0,0,Comedy,Sci-Fi,,Richard Benjamin,,
3930,1990,266975,1382462,1382462,,0,0,0,Comedy,Fantasy,Horror,Bob Logan,,
3931,2002,2182900,4420080,7103973,100000000,0,0,0,Action,Comedy,Sci-Fi,Ron Underwood,,
3932,1996,5524055,17100266,17100266,,2,0,0,Drama,Horror,Mystery,Jeremiah S. Chechik,,
3933,2016,2002863,3759078,10975390,9900000,2,0,0,Horror,Mystery,Thriller,Simon Verhoeven,,
3934,2005,140703,251495,251495,30000000,0,0,0,Drama,Horror,Thriller,Paul Schrader,,
3935,1986,3804429,8988731,8988731,,0,0,0,Drama,Horror,Sci-Fi,Wes Craven,,
3936,1983,7053016,16478265,16478265,14400000,0,0,0,Action,Adventure,Sci-Fi,Lamont Johnson,,
3937,1982,,,,145786,0,0,0,Horror,Sci-Fi,Thriller,James Cameron, Ovidio G. Assonitis, Miller Drake
3938,2003,6660540,22738671,23769505,17000000,0,0,0,Comedy,,,Sam Weisman,,
3939,1994,733859,1596687,1596687,,0,0,0,Action,Comedy,Drama,Dennis Hopper,,
3940,1995,4946332,11534477,11534477,50000000,0,0,0,Action,Romance,Thriller,Andrew Sipes,,
3941,1988,5424783,20256975,20256975,7000000,0,0,0,Action,Comedy,Crime,Craig R. Baxley,,
3942,1992,6736243,17129026,17129026,30000000,0,0,0,Action,Crime,Sci-Fi,Geoff Murphy,,
3943,1978,,,,2200000,2,1,1,Comedy,Music,,Robert Klane,,
3944,2017,,,8053641,,0,0,0,Action,Adventure,Fantasy,Fumihiko Sori,,
3945,1995,3750,63174,63174,,0,0,0,Drama,,,Zalman King,,
3946,2017,4785431,11368012,17768012,12000000,0,0,0,Drama,Thriller,,Denise Di Novi,,
3947,1990,6543832,25069101,25069101,20000000,0,0,0,Action,Adventure,Thriller,Lewis Teague,,
3948,2018,12554286,36276286,57176286,30000000,0,0,0,Biography,Drama,Thriller,Clint Eastwood,,
3949,1993,3861079,12974636,12974636,6000000,0,0,0,Comedy,Horror,Sci-Fi,John Lafia,,
3950,2000,5257778,12394327,12452362,24000000,0,0,0,Comedy,Sport,,Brian Robbins,,
3951,2004,9970557,21215059,46546197,40000000,0,0,0,Action,Comedy,Crime,Joseph Kahn,,
3952,1986,4152296,12308521,12308521,15000000,0,0,0,Comedy,,,Harold Ramis,,
3953,1994,,126247,126247,6200000,0,0,0,Comedy,Crime,,Alan Metter,,
3954,1989,4957052,16093651,16093651,8000000,0,0,0,Action,Sport,,Thomas J. Wright,,
3955,2021,,,346899,,0,0,0,Comedy,Crime,Romance,Doug Liman,,
3956,1997,6073094,16228448,16228448,60000000,0,0,0,Action,Drama,Thriller,Félix Enríquez Alcalá,,
3957,1997,870068,1710972,1801972,16000000,0,0,0,Action,Adventure,Crime,Kenneth Johnson,,
3958,2010,11599661,33644788,83761844,50000000,0,0,0,Comedy,Family,,Tom Dey,,
3959,2009,6410339,20919166,28972508,40000000,0,0,0,Adventure,Comedy,Family,Robert Rodriguez,,
3960,1983,550848,1402962,1402962,25000000,0,0,0,Adventure,Drama,,Andrew V. McLaglen, John Guillermin,
3961,1973,,,,,0,0,0,Horror,,,Alan Gibson,,
3962,1993,2026278,4916135,4916135,,0,0,0,Action,Adventure,Comedy,Neal Israel,,
3963,1984,6301694,38348988,38348988,25000000,0,0,0,Action,Comedy,Crime,Richard Benjamin,,
3964,1981,2297493,18826490,18826490,20000000,0,0,0,Comedy,,,Steve Rash,,
3965,1983,269748,1414828,,,0,0,0,Action,Sci-Fi,Thriller,Enzo G. Castellari,,
3966,1987,4331817,14375181,14375181,55000000,0,0,0,Action,Adventure,Comedy,Elaine May,,
3967,1988,3074292,6640346,6640346,14000000,0,0,0,Drama,Romance,,David Anspaugh,,
3968,1978,,,,21000000,0,0,1,Horror,Thriller,,Irwin Allen,,
3969,1996,7605504,20351264,20351264,45000000,0,0,0,Action,Comedy,Crime,John Gray,,
3970,2008,12511473,26890041,45847751,20000000,0,0,0,Horror,Mystery,,Eric Valette,,
3971,1991,,,,,0,0,0,Comedy,Horror,Sci-Fi,Kristine Peterson,,
3972,1987,2548205,7305209,7305209,17000000,2,0,0,Comedy,Music,Romance,James Foley,,
3973,2023,,,,,0,0,0,Documentary,,,Aaron Bell, Adam Davies, Bryce Johnson
3974,1998,3117795,8072007,8072007,,0,0,0,Comedy,Drama,,Michael Lehmann,,
3975,2005,13920052,49772522,90754475,30000000,0,0,0,Adventure,Comedy,Drama,Frederik Du Chau,,
3976,1983,4668135,13000000,13000000,,0,0,0,Action,Comedy,Romance,Hal Needham,,
3977,1985,52755,358574,358574,28000000,0,0,0,Adventure,Drama,History,Hugh Hudson,,
3978,2010,12279363,43585753,112483764,85000000,0,0,0,Action,Comedy,Family,Brad Peyton,,
3979,1991,1947744,6948859,6948859,,0,0,0,Action,Comedy,Sci-Fi,Burt Kennedy,,
3980,1980,2728520,8415112,8415112,,0,0,0,Horror,,,Mike Newell,,
3981,1938,,,,,0,0,0,Adventure,Crime,Mystery,Noel M. Smith,,
3982,1997,2742679,7246735,7338279,,0,0,0,Comedy,,,Robert Townsend,,
3983,1975,,,,,0,0,0,Drama,,,Bitto Albertini,,
3984,1981,,,,1500000,0,0,0,Action,Crime,Drama,Menahem Golan,,
3985,1979,2250000,8400000,8400000,16000000,0,0,1,Action,Drama,Sci-Fi,Ronald Neame,,
3986,2012,,,1167612,25000000,0,0,0,Adventure,Drama,Thriller,John Stockwell,,
3987,1984,3665088,10530000,10530000,,0,0,0,Comedy,,,Hy Averback,,
3988,2016,1861118,4772155,39219109,,0,0,0,Comedy,Crime,,Mandie Fletcher,,
3989,1988,1898751,3813293,3813293,4500000,0,0,0,Comedy,Horror,Sci-Fi,Mick Garris,,
3990,1988,6106661,19510371,19510371,,0,0,0,Comedy,Crime,,Alan Myerson,,
3991,1996,1628482,3325651,3325651,17000000,2,0,0,Comedy,,,Arthur Hiller,,
3992,1983,,724912,724912,8000000,0,0,0,Adventure,Drama,,Michael Winner,,
3993,1936,,,,,0,0,0,Comedy,Crime,Drama,Louis J. Gasnier,,
3994,1984,2273469,4994094,4994094,,0,0,0,Comedy,Drama,Music,Jerry Schatzberg,,
3995,1993,676978,1708873,1708873,8000000,0,0,0,Comedy,Drama,Romance,Gus Van Sant,,
3996,1970,,,,566000,0,0,1,Adventure,Fantasy,Romance,Val Guest,,
3997,1999,4027003,10672566,19598588,75000000,0,0,0,Drama,Sci-Fi,Thriller,Rand Ravich,,
3998,1981,6481386,29916207,29916207,8500000,0,0,0,Comedy,,,John G. Avildsen,,
3999,1977,,,,,0,0,0,Drama,Romance,,François Leterrier,,
4000,1999,7480288,21760240,36911617,51000000,0,0,0,Comedy,Romance,,Gary Sinyor,,
4001,2018,,,504718,,0,0,0,Drama,Fantasy,Horror,Fritz Böhm,,
4002,1994,,71368,71368,,0,0,0,Animation,Adventure,Comedy,Don Bluth, Gary Goldman,
4003,1995,7039608,30077111,30077111,,2,0,0,Adventure,Drama,Family,Dwight H. Little,,
4004,2013,,,189380,,0,0,0,Horror,Mystery,Sci-Fi,Devin McGinn, Steve Berg,
4005,1993,,,,,0,0,0,Crime,Drama,Thriller,Lloyd A. Simandl,,
4006,2002,5474270,13670733,13802599,15600000,0,0,0,Comedy,Drama,Romance,Jesse Vaughan,,
4007,1981,566736,2447576,2447576,,0,0,0,Drama,Horror,Thriller,Oliver Stone,,
4008,2019,,,163908,,0,0,0,Drama,Romance,,Dianna Agron, Peter Chelsom, Claus Clausen
4009,1980,,,,5000000,0,0,0,Comedy,,,Robert Downey Sr.,,
4010,2005,917398,1900451,11665465,80000000,0,0,0,Action,Adventure,Horror,Peter Hyams,,
4011,1992,3101563,8251071,8251071,40000000,2,0,0,Adventure,Biography,Drama,John Glen,,
4012,1996,3832551,15094530,15094530,25000000,0,0,0,Adventure,Drama,Family,Steve Barron,,
4013,1993,4006019,10058318,10058318,9000000,0,0,0,Action,Crime,Drama,James B. Harris,,
4014,2006,,,966458,,0,0,0,Drama,Sci-Fi,Thriller,John R. Leonetti,,
4015,2022,,,,,0,0,0,Action,Adventure,Fantasy,Fumihiko Sori,,
4016,2001,9715102,33357476,43057552,35000000,0,0,0,Action,Comedy,Crime,John Whitesell,,
4017,1984,,,,,0,0,0,Horror,Sci-Fi,Thriller,Nico Mastorakis,,
4018,2007,10422258,43799818,70181325,35000000,0,0,0,Comedy,Romance,,Ken Kwapis,,
4019,1967,,,,,0,0,0,Adventure,Fantasy,,Michael Carreras,,
4020,2021,,,,,0,0,0,Comedy,Drama,Family,Michelle Johnston,,
4021,1989,4408593,12143484,12143484,19000000,0,0,0,Action,Comedy,Crime,Buddy Van Horn,,
4022,2011,16300803,37915414,82686066,32000000,0,0,0,Action,Comedy,Crime,John Whitesell,,
4023,1993,11821326,44942695,104942695,22000000,0,0,0,Comedy,,,Richard Benjamin,,
4024,2014,8308220,15821461,36921560,7000000,0,0,0,Horror,Mystery,,Matt Bettinelli-Olpin, Tyler Gillett,
4025,1992,984627,2034470,2034470,14000000,0,0,0,Adventure,Comedy,Family,Greg Beeman,,
4026,2006,3950000,13040527,13098996,26000000,0,0,0,Comedy,Family,,Bob Dolman,,
4027,1984,2194293,4743119,4743119,,0,0,0,Drama,,,Randal Kleiser,,
4028,2015,9808463,22764410,42964410,100000,0,0,0,Horror,Mystery,Thriller,Travis Cluff, Chris Lofing,
4029,1994,4523597,16453258,16453258,,0,0,0,Adventure,Comedy,Crime,Franco Amurri,,
4030,2002,7010474,14307963,20154899,70000000,0,0,0,Action,Crime,Mystery,Wych Kaosayananda,,
4031,2022,,,754638,,0,0,0,Action,Adventure,Fantasy,Fumihiko Sori,,
4032,2002,5710128,13258249,18902015,40000000,3,0,0,Crime,Horror,Thriller,William Malone,,
4033,1981,,,,,0,0,0,Comedy,,,Andrew Bergman,,
4034,1987,,,,12000000,0,0,0,Comedy,Horror,Thriller,Larry Cohen,,
4035,2017,8342311,28370522,68743485,40000000,0,0,0,Animation,Adventure,Comedy,Cal Brunker,,
4036,2014,,,115791,,0,0,0,Action,Adventure,Drama,Jonathan English,,
4037,2016,,,5546898,,0,0,0,Action,Horror,Sci-Fi,Takashi Miike,,
4038,1990,2149786,4134992,4134992,10000000,0,0,0,Comedy,Crime,Drama,James D. Parriott,,
4039,1995,1428658,2409225,2409225,15000000,0,0,0,Action,Sci-Fi,Thriller,Farhad Mann,,
4040,2002,15011430,38082712,77885672,85000000,0,0,0,Action,Comedy,Crime,Tom Dey,,
4041,2005,4025000,8330720,13485145,33000000,0,0,0,Action,Comedy,Crime,Les Mayfield,,
4042,2010,10652297,24719879,24719879,17000000,0,0,0,Comedy,,,Erik White,,
4043,1995,,,,33500000,2,0,0,Action,Comedy,Family,Jonathan R. Betuel,,
4044,1990,37017,334748,334748,11500000,0,0,0,Drama,Horror,Sci-Fi,Roger Corman,,
4045,1995,1123041,3983912,3983912,28000000,0,0,0,Animation,Adventure,Comedy,Don Bluth, Gary Goldman,
4046,1999,488342,752122,752122,,0,0,0,Drama,,,Michael Cristofer,,
4047,1996,1593929,2491989,2491989,25000000,3,0,0,Adventure,Comedy,,John Landis,,
4048,2008,,,170255,10000000,0,0,0,Crime,Horror,Mystery,John Simpson,,
4049,1988,3094581,11536599,11536599,,0,0,0,Comedy,,,Yahoo Serious,,
4050,1983,,,,,0,0,0,Action,Sci-Fi,Thriller,Enzo G. Castellari,,
4051,2001,2823548,7316658,8378853,16000000,0,0,0,Crime,Horror,,Ernest R. Dickerson,,
4052,1977,,,,1200000,0,0,0,Horror,Sci-Fi,Thriller,William Girdler,,
4053,1979,,42800000,42800000,6000000,4,0,0,Comedy,Romance,Sport,Howard Zieff,,
4054,1989,4032480,11567217,11567217,12000000,0,0,0,Comedy,Crime,,Peter Bonerz,,
4055,1970,,,,,0,0,0,Horror,Sci-Fi,,Freddie Francis,,
4056,2017,,,851960,15000000,0,0,0,Drama,Romance,Thriller,Wim Wenders,,
4057,2012,,587211,587211,,0,0,0,Comedy,Family,Fantasy,John Whitesell,,
4058,1979,,,,10000000,0,0,0,Action,Adventure,,Irwin Allen,,
4059,1984,,,,,0,0,0,Action,Adventure,Fantasy,Stephen Weeks,,
4060,2008,4600000,7563670,21458111,10000000,0,0,0,Comedy,Fantasy,Romance,Jeff Lowell,,
4061,1991,381889,869325,869325,6000000,0,0,0,Action,Adventure,Fantasy,Sylvio Tabet,,
4062,1997,8776159,28598376,28598376,85000000,0,0,0,Comedy,Romance,,Ivan Reitman,,
4063,1958,,,,2000000,0,0,0,Adventure,Fantasy,History,Pietro Francisci,,
4064,1995,933809,1781383,1781383,,0,0,0,Horror,Mystery,,Tobe Hooper,,
4065,2007,9100000,25799486,33683200,22000000,0,0,0,Comedy,Romance,Sport,Craig Gillespie,,
4066,1998,2087011,3572443,3572443,18000000,0,0,0,Comedy,Sport,,John Warren,,
4067,2009,,,,12000000,0,0,0,Comedy,Romance,,Ryan Shiraki,,
4068,2021,,,878769,,0,0,0,Comedy,Romance,,Aml Ameen,,
4069,1993,1853647,4348572,4348572,10000000,0,0,0,Action,Comedy,Family,Michael Gottlieb,,
4070,2007,4300000,8135024,10337477,20000000,0,0,0,Action,Comedy,Crime,Les Mayfield,,
4071,1994,764011,1519366,1519366,40000000,0,0,0,Comedy,Drama,,Bill Forsyth,,
4072,1996,4656986,10658278,10658278,,0,0,0,Comedy,Crime,Romance,Bill Bennett,,
4073,1988,794049,2955917,2955917,,0,0,0,Comedy,Horror,,Robert Englund,,
4074,1994,6850010,19281235,19281235,,0,0,0,Comedy,Music,Romance,Eric Meza,,
4075,2003,6111074,14218698,15368897,30000000,0,0,0,Comedy,Romance,,Rob Reiner,,
4076,2002,100477,154642,154642,,0,0,0,Comedy,Family,Fantasy,Gary J. Tunnicliffe,,
4077,1980,2399109,10697276,10697276,10000000,2,0,0,Comedy,Crime,Fantasy,Piers Haggard, Richard Quine, Peter Sellers
4078,1996,1910840,4422380,4422380,24000000,0,0,0,Comedy,Family,Sport,Bill Couturié,,
4079,1987,1815583,3922273,3922273,,0,0,0,Comedy,Fantasy,Horror,Charlie Loventhal,,
4080,1999,3024709,6552255,6552255,30000000,0,0,0,Comedy,Romance,,Jeff Pollack,,
4081,1925,,,,,0,0,0,Comedy,Family,Fantasy,Larry Semon,,
4082,1998,3784023,10493366,10493366,35000000,0,0,0,Comedy,Drama,Romance,Dean Parisot,,
4083,1996,1131094,2042530,2042530,15000000,3,0,0,Comedy,Thriller,,Steve Miner,,
4084,1987,5712892,20419446,20419446,,0,0,0,Comedy,Drama,Fantasy,Frank Perry,,
4085,2009,,,1362653,700000,0,0,0,Comedy,Horror,Mystery,Jon Wright,,
4086,1991,6027105,19438638,19438638,5000000,0,0,0,Comedy,Drama,Music,George Jackson, Doug McHenry,
4087,1986,3150924,10090429,10090429,,5,0,0,Comedy,Drama,Music,Prince, Michael Ballhaus,
4088,2017,576,127259,29230695,,0,0,0,Animation,Comedy,Family,Holger Tappe,,
4089,2005,,,,,0,0,0,Comedy,Drama,Romance,Jeff Kanew,,
4090,1999,4007565,11993021,11993021,25000000,0,0,0,Animation,Family,Fantasy,Richard Rich,,
4091,1991,,,,3000000,0,0,0,Horror,Sci-Fi,,Jon Hess,,
4092,1980,3625280,14155617,14155617,,0,0,0,Comedy,Fantasy,,Gary Weis,,
4093,1979,,,,,0,0,0,Action,Adventure,Drama,Richard Fleischer,,
4094,1995,,,,7000000,0,0,0,Action,Fantasy,Sci-Fi,Tony Randel,,
4095,2015,1428,9233,554953,12000000,0,0,0,Drama,,,Wim Wenders,,
4096,1992,,,,,0,0,0,Horror,Sci-Fi,,Rupert Harvey,,
4097,2014,,,9307095,,0,0,0,Comedy,Romance,,Tonie Marshall,,
4098,2015,112834,187674,292669,13500000,0,0,0,Drama,History,,Roland Emmerich,,
4099,2018,8715,12350,332350,,0,0,0,Comedy,Drama,,Til Schweiger,,
4100,1963,,,,4520000,0,0,0,Comedy,Western,,Robert Aldrich,,
4101,1986,,,,,0,0,0,Comedy,Crime,Drama,Sondra Locke,,
4102,1998,1110564,2172941,2172941,20000000,0,0,0,Action,Adventure,Family,Carl Schenkel,,
4103,2001,3029858,6719973,10372291,90000000,0,0,0,Comedy,Romance,,Peter Chelsom,,
4104,1991,3603338,11128309,11128309,,0,0,0,Action,Comedy,Crime,Jeff Kanew,,
4105,1987,2707980,10348437,10348437,,0,0,0,Comedy,,,Michael Schultz,,
4106,1983,3520605,10369581,10369581,10000000,0,0,0,Comedy,Crime,,William Friedkin,,
4107,1991,2456772,7683267,7683267,,0,0,0,Comedy,Romance,,Kevin Hooks, Rolando Hudson,
4108,2005,13285,33223,53457,,0,0,0,Drama,Romance,,Kevin Bacon,,
4109,1996,1895593,4357406,4357406,30000000,0,0,0,Comedy,Family,Fantasy,Norman Jewison,,
4110,1975,,,,,0,0,0,Action,Adventure,Comedy,Michael Anderson,,
4111,1957,,,,,0,0,0,Drama,Fantasy,Sci-Fi,Irwin Allen,,
4112,1982,4022891,36821203,36821203,15000000,0,0,1,Comedy,Drama,Romance,Norman Jewison,,
4113,2007,,,688145,15000000,0,0,0,Comedy,Drama,,Tim Hamilton,,
4114,2016,,,10424,,0,0,0,Horror,Thriller,,Phil Claydon,,
4115,1957,,,,,0,0,0,Crime,Drama,Music,Howard W. Koch,,
4116,2018,,,1654611,,0,0,0,Comedy,,,Xavier Gens,,
4117,1998,2517263,8064972,8165984,13000000,0,0,0,Comedy,Romance,,Daisy von Scherler Mayer,,
4118,1999,42326,178278,178278,12000000,0,0,0,Comedy,,,Alan Rudolph,,
4119,1986,2620657,6029824,6029824,15000000,0,0,0,Action,Comedy,Crime,Blake Edwards,,
4120,2000,99518,1248746,1248746,4500000,0,0,0,Comedy,Family,Sport,Robert Vince,,
4121,2017,,,72585,,0,0,0,Action,Family,,Brian Levant,,
4122,1980,,,,,0,0,0,Drama,Thriller,,Vicente Aranda,,
4123,1995,1657008,3730409,3730409,,0,0,0,Adventure,Comedy,Drama,John Gray,,
4124,1977,,,,5000000,0,0,0,Action,Adventure,Comedy,Ovidio G. Assonitis,,
4125,1984,,,,,0,0,0,Drama,Horror,Thriller,Larry Cohen,,
4126,1954,,,,4500000,0,0,1,Drama,Romance,,Victor Saville,,
4127,1987,2256557,5711976,5711976,15000000,0,0,0,Comedy,,,Jerry Belson,,
4128,1968,,,,,0,0,0,Drama,Romance,,Jack Cardiff,,
4129,1982,,,,90000,0,0,0,Horror,Mystery,Thriller,Stephen Carpenter, Jeffrey Obrow,
4130,1988,2206218,6436211,6436211,,0,0,0,Comedy,Fantasy,,Michael Dinner,,
4131,2010,,133771,133771,,0,0,0,Drama,Music,Musical,Christopher Cain,,
4132,1977,,,,,0,0,0,Action,Adventure,Sci-Fi,Alexander Grasshoff, Tsugunobu Kotani,
4133,2016,,,,,0,0,0,Horror,Mystery,Thriller,John R. Leonetti,,
4134,1982,,,,,0,0,0,Horror,Sci-Fi,Thriller,Robert Clouse,,
4135,1984,3427840,26186631,26186631,12000000,0,0,0,Comedy,,,Herbert Ross,,
4136,1959,,5450000,,,0,0,0,Adventure,Fantasy,,Pietro Francisci, Mario Bava,
4137,1974,,,,2500000,0,0,0,Action,Drama,Music,Tom Laughlin,,
4138,1959,,,,,0,0,0,Horror,Sci-Fi,Thriller,Tom Graeff,,
4139,1984,865207,1467396,1467396,7000000,0,0,0,Comedy,,,Richard Lester,,
4140,1991,1290442,4654288,4654288,,0,0,0,Action,Crime,Thriller,Aaron Norris,,
4141,1966,,,,3000000,0,0,1,Drama,,,Russell Rouse,,
4142,1990,2031181,4263112,4263112,,0,0,0,Drama,,,Joel Silberg,,
4143,1988,5150962,14681192,14681192,,0,0,0,Comedy,Romance,,Bud Yorkin,,
4144,2007,,,344039,,0,0,0,Horror,,,Scott Thomas,,
4145,1979,,,,,0,0,0,Horror,,,Arthur Hiller,,
4146,1980,,11000000,,,0,0,0,Comedy,Drama,,Claudia Weill,,
4147,1983,,,,,0,0,0,Action,Adventure,Fantasy,Joe D'Amato,,
4148,1997,4493,11690,11690,,0,0,0,Comedy,Drama,Romance,Robert Greenwald,,
4149,1988,1388317,3838793,3838793,,0,0,0,Comedy,Crime,,Daniel Goldberg,,
4150,1993,4533392,11299730,11299730,,0,0,0,Comedy,Drama,Mystery,Ted Demme,,
4151,1958,,,,,0,0,0,Adventure,Fantasy,Sci-Fi,Byron Haskin,,
4152,1990,,,,,0,0,0,Comedy,,,Robert Downey Sr.,,
4153,1969,,,,500000,0,0,0,Crime,Sci-Fi,,Roy Ward Baker,,
4154,1980,197230,2086905,2086905,,0,0,0,Comedy,Romance,,Sidney Lumet,,
4155,2003,2300000,3825421,5345083,7500000,0,0,0,Documentary,,,Rick de Oliveira,,
4156,1977,,,,,0,0,0,Sci-Fi,,,Ed Hunt,,
4157,1997,992651,3446539,3446539,,2,0,0,Adventure,Drama,Family,Sam Pillsbury,,
4158,1981,2260689,10851261,10851261,16000000,0,0,0,Drama,Mystery,Romance,Alan J. Pakula,,
4159,2004,,,152547,11500000,0,0,0,Comedy,,,Joel Zwick,,
4160,1984,5560001,21538850,21538850,,0,0,0,Comedy,Fantasy,,Paul Bogart,,
4161,2000,7954766,16815253,31355910,50000000,0,0,0,Drama,Horror,Thriller,Janusz Kaminski,,
4162,2007,,,,,0,0,0,Drama,Romance,,Beth Schacter,,
4163,1967,,,,,0,0,0,Comedy,Musical,Mystery,Lee Sholem,,
4164,1988,,,,1600000,0,0,0,Crime,Horror,Thriller,Michael Schroeder,,
4165,1988,,,,,0,0,0,Comedy,Horror,,Anthony Perkins,,
4166,1959,,,,4000000,0,0,0,Action,Adventure,Biography,Carlo Ludovico Bragaglia, Edgar G. Ulmer,
4167,2022,,,,,0,0,0,Animation,Adventure,Comedy,Darrell Van Citters,,
4168,1992,942814,2517600,2517600,,0,0,0,Action,,,John Glen,,
4169,1999,4529231,11263966,11788676,70000000,0,0,0,Action,Adventure,Comedy,Hugh Johnson,,
4170,1956,,,,100000,0,0,0,Drama,Music,,Will Price,,
4171,1994,2855852,6971777,6971777,,0,0,0,Crime,Drama,Thriller,Heywood Gould,,
4172,1980,,,,,0,0,0,Action,Drama,Sci-Fi,Ian Barry,,
4173,1957,,,,,0,0,0,Horror,Sci-Fi,,Edward Ludwig,,
4174,2022,,,7187470,,0,0,0,Comedy,,,Inés de León,,
4175,1997,2647745,5303931,5406742,,0,0,0,Action,Crime,Drama,Darrell Roodt,,
4176,1987,,,,,0,0,0,Adventure,Drama,,Franklin J. Schaffner,,
4177,1986,,140980,140980,,0,0,0,Action,Adventure,,Stuart Rosenberg,,
4178,1993,1928076,5516936,5516936,11000000,0,0,0,Comedy,Romance,,Yurek Bogayevicz, Mitch Glazer,
4179,2021,,,,,0,0,0,Animation,Horror,,Jason Axinn,,
4180,2001,55388,77578,494630,,0,0,0,Drama,,,Adam Brooks,,
4181,1983,,,,,0,0,0,Action,Sci-Fi,,Giuliano Carnimeo,,
4182,2011,5961231,11862398,18663238,9000000,0,0,0,Documentary,Music,,Kevin Tancharoen, Jennifer Arnold,
4183,1990,2447108,4562778,4562778,7500000,0,0,0,Drama,Music,,Prince,,
4184,1992,1326472,3104545,3104545,,0,0,0,Comedy,,,Mark Herman,,
4185,1978,,,,,0,0,0,Comedy,,,Don Weis,,
4186,1965,,,,2400000,0,0,0,Comedy,Crime,Musical,Gene Nelson,,
4187,1989,292483,1869417,1869417,,0,0,0,Comedy,Crime,,Susan Seidelman,,
4188,1981,439564,2022771,2022771,14000000,0,0,0,Adventure,Mystery,Thriller,Franklin J. Schaffner,,
4189,1987,4509754,16337355,16337355,12500000,0,0,0,Comedy,Crime,,Hugh Wilson,,
4190,2004,662152,2922354,3255426,70000,0,0,0,Animation,Adventure,Comedy,Robert C. Ramirez, Steve Trenbirth,
4191,1969,,,,,0,0,0,Drama,,,Alex March,,
4192,1972,,69800,,,0,0,0,Comedy,,,Brian De Palma,,
4193,2001,,,,,0,0,0,Comedy,Family,Sport,Robert Vince,,
4194,2022,,,,,0,0,0,Comedy,,,Alonso Iñiguez,,
4195,2019,,,,,0,0,0,Horror,Mystery,Thriller,Travis Cluff, Chris Lofing,
4196,1970,,,,,0,0,0,Horror,Thriller,,Alan Gibson,,
4197,1986,,239073,,,0,0,0,Crime,Drama,Thriller,Janet Greek,,
4198,1969,,,,,0,0,0,Drama,Romance,,Alessio de Paola,,
